SiteID,SiteName,Address,City,State,Zip,County,Latitude,Longitude,Notes,Group,Tower Owner,Tower Owner Site Number,Viaero POC,Site Type,Lease Area Type,Power Company,Meter Number,Telco / Fiber Provider,Telco / Fiber POC,Measurement 1 (inches),Measurement 2 (inches),Measurement 3 (inches),Measurement 4 (inches),Measurement 5 (inches),Measurement 6 (inches),Measurement 7 (inches),Measurement 8 (inches),Measurement 9 (inches),Measurement 10 (feet),Measurement 11 (feet),Walked By,Date Walked,Checked In,Checked Out,Lease Area Issues,Gate/Shelter Code,Photos Uploaded,Site Walk Form Uploaded,Measurements PDF Uploaded,Confirmation Email Recv'd,Action Needed
445,NE-NORTH_LOUP,48353 Hwy 22, North Loup,NE,68859,VALLEY,41.492899,-98.798454,Site ID 445 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1260799,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED (330'),COMPOUND,LOUP VALLEY RPPD,LV-0401,VIAERO,Chris Bolton,108,48,132,96,120,120,48,120,86,NA,48,Mack Gees,8/12/2025,1:25:00 PM,4:40:00 PM,NONE,1225 / KEYED,X,X,X,9/23/2025,COMPLETE
448,NE-ORD,1313 N Street, Ord,NE,68862,VALLEY,41.60083,-98.9265,Site ID 448 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1260805,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (147' 6"")",COMPOUND,LOUP VALLEY RPPD,89018649,VIAERO,Chris Bolton,48,48,126,68,96,72,36,108,86,NA,NA,Devan Sharp,8/12/2025,5:04:00 PM,7:04:00 PM,none,1225 / KEYED,X,X,X,9/25/2025,COMPLETE
457,NE-CHAMBERS_DT,607 W. Main Street, Chambers,NE,68725,HOLT,42.20428,-98.75583,Site ID 457 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1270143,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (147' 6"")",COMPOUND,NIOBRARA VALLEY,93860562,VIAERO,Chris Bolton,102,207,194,105,177,122,48,105,84,NA,26,Mack Gees,8/12/2025,12:30:00 PM,1:40:00 PM,None,1225 / KEYED,X,X,X,9/17/2025,COMPLETE
483,NE-PALMER,104 Zurich Street, Palmer,NE,68864,MERRICK,41.22074,-98.26975,Site ID 483 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1275795,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,Southern Power District,135449567,VIAERO,Chris Bolton,104,206,225,129,124,124,98,152,74,NA,NA,Mack Gees,8/12/2025,9:33:00 AM,10:47:00 AM, New verizon site being built  don’t know what the compound  size that will be installed with new Cabinet and genset install,1225 / KEYED,X,X,X,9/25/2025,COMPLETE
499,NE-BURWELL,82413 471st Avenue, Burwell,NE,68823,GARFIELD,41.76977,-99.05812,Site ID 499 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1274747,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED (300'),COMPOUND,LOUP VALLEY RPPD,LV-1279,VIAERO,Chris Bolton,118,156,153,146,176,105,96,105,84,NA,48,Mack Gees,8/12/2025,6:00:00 PM,7:35:00 PM,"Acess road need attn has some ruts, front of compound at agte is washing out and needs toeb addressed for suretry reasons",1225 / KEYED,X,X,X,"9/16/2025
9/17/2025",COMPLETE
727,NE-BURWELL_DT_SOUTH,604 S. 8th, Burwell,NE,68823,GARFIELD,41.77255609,-99.13063463,Site ID 727 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1292774,Chris Bolton 308-370-1857  chris.bolton@viaero.com,SELF-SUPPORT (120'),,LOUP VALLEY RPPD,355505696,VIAERO,Chris Bolton,112,232,285,100,192,60,72,60,84,NA,16,Mack Gees,8/12/2025,7:50:00 PM,9:15:00 PM, Access During Planting Season will be farmed in.,1225 / KEYED,X,X,X,"9/16/2025
9/17/2025",COMPLETE
753,NE-ROSE,44743 852nd Road, Rose,NE,68714,ROCK,42.18043,-99.51384,Site ID 753 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1282613,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,KBR/RPPD,10323,VIAERO,Chris Bolton,120,72,180,60,128,144,36,62,86,NA,NA,Devan Sharp,8/12/2025,12:34:00 PM,3:03:00 PM,NONE,1225 / KEYED,X,X,X,9/25/2025,COMPLETE
756,NE-HORSESHOE_BEND_LAKE,83565 Highway 183, Taylor,NE,68879,LOUP,41.93706,-99.38953,Site ID 756 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1282596,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,CUSTER PUBLIC ELECTRIC,348554328,VIAERO,Chris Bolton,114,65,128,57,71,31,47,32,72,NA,NA,Mack Gees,8/13/2025,8:15:00 AM,11:30:00 AM,None,1225 / KEYED,X,X,X,9/17/2025,COMPLETE
759,NE-SHERMAN_LAKE,47847 794th Road, Loup City,NE,68853,,41.33824,-98.88794,Site ID 759 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1282617,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (199' 8"")",COMPOUND,LOUP VALLEY RPPD,LV-0295,VIAERO,Chris Bolton,115,232,285,100,192,60,72,60,84,NA,22,Mack Gees,8/14/2025, 10:40 Am,1:00pm,None-Muddy when ground is wet ,1225 / KEYED,X,X,X,10/15/2025,COMPLETE
779,NE-TAYLOR_EAST,82355 Rusho Drive, Taylor,NE,68879,LOUP,41.76364,-99.37696,Site ID 779 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1312626,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,CUSTER PUBLIC ELECTRIC,337952327,Microwave,Chris Bolton,120,74,182,62,145,36,60,36,86,NA,NA,Devan Sharp,8/13/2025,4:00:00 PM,5:45:00 PM,NONE,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
993,NE-ARCADIA,500 N. Hawthorne, Arcadia,NE,68815,VALLEY,41.42794328,-99.12263331,Site ID 993 Phase Priority P2-7,Phase 3,INDUSTRIAL TOWER WEST,1312623,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (150' 6"")",COMPOUND,LOUP VALLEY RPPD,LV-3163,Microwave,Chris Bolton,108,208,222,86,188,60,72,38,88,NA,22,Mack Gees,8/13/2025,6:15:00 PM,7:30:00 PM, ACCESS IS  HIDDEN IN TALL GRASS,1225 / KEYED,X,X,X,"9/16/2025
9/17/2025",COMPLETE
91,NE-STUART_DT,216 E. Highway 20, Stuart,NE,68780,HOLT,42.59618171,-99.14041639,Site 91 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1298811,Chris Bolton 308-370-1857  chris.bolton@viaero.com,MONOPOLE (100'),COMPOUND,VILLAGE OF STUART,22651506,VIAERO,Chris Bolton,108,178,220,96,220,95,48,32,72,NA,NA,Cody Waite,8/20/2025,7:40:00 AM,8:45:00 AM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
114,NE-ATKINSON_SOUTH,86993 STATE HIGHWAY 11, Atkinson,NE,68713,HOLT,42.43392,-98.96741,Site 114 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1312850,Chris Bolton 308-370-1857  chris.bolton@viaero.com,SELF-SUPPORT (180'),COMPOUND,NPPD ONEILL,99825937,VIAERO,Chris Bolton,112,192,238,140,160,188,86,150,60,NA,NA,Cody Waite,8/18/2025,1:30:00 PM,2:30:00 PM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
118,NE-MILLS_SOUTH,89501 Big Ann Lane, Mills,NE,68753,KEYA PAHA,42.79634,-99.39582,Site 118 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1297071,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,KBR/RPPD,12303,VIAERO,Chris Bolton,110,170,226,96,266,90,60,28,84,NA,NA,Cody Waite,8/19/2025,6:20:00 PM,7:20:00 PM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
165,NE-ONEILL_SE,639 South 10th Street, O'Neill,NE,68763,HOLT,42.4503,-98.63854,Site 165 P2-9,Phase 4,INDUSTRIAL TOWER WEST,,Chris Bolton 308-370-1857  chris.bolton@viaero.com,SELF-SUPPORT (120'),COMPOUND,NPPD,146467572,,Chris Bolton,,36,36,36,36,36,50,36,60,NA,NA,Cody Waite,8/18/2025,4:45:00 PM,5:45:00 AM,"Cabinet site, shelter is powered up but wide open",1225 / KEYED,X,X,X,10/19/2025,COMPLETE
247,NE-ONEILL,87151 496th Ave, O'Neill,NE,68763,HOLT,42.45858,-98.58002,Site 247 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1244969,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NIOBRARA VALLEY,93859565,VIAERO,Chris Bolton,96,170,210,100,270,72,36,95,36,NA,NA,Cody Waite,8/19/2025,7:30:00 AM,8:30:00 AM,Farm field,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
267,NE-BASSETT,88087 448th Ave, Bassett,NE,68714,ROCK,42.59117,-99.52026,Site 267 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1260303,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (185'),COMPOUND,KBR/RPPD,14226,VIAERO,Chris Bolton,102,130,190,154,128,238,40,155,84,NA,NA,Cody Waite,8/20/2025,10:20:00 AM,11:20:00 AM,Hay field,1225 / KEYED,X,X,X,10/25/2025,COMPLETE
269,NE-ONEILL_SALES,132 S 4th Street, O'Neill,NE,68763,HOLT,42.45668611,-98.64719167,Site 269 P2-9,Phase 4,INDUSTRIAL TOWER WEST,UNKNOWN,Chris Bolton 308-370-1857  chris.bolton@viaero.com,MONOPOLE (50'),COMPOUND,NPPD,175812453,VIAERO,Chris Bolton,64,36,12,NA,130,650,20,90,NA,NA,NA,Derrick Molehill,9/17/2025,2:39:00 PM,2:41:00 PM,Need Special access-tech,NA,X,X,X,10/25/2025,COMPLETE
270,NE-ATKINSON,107 S. Hyde St., Atkinson,NE,68713,HOLT,42.530801,-98.970453,Site 270 P2-9,Phase 4,INDUSTRIAL TOWER WEST,12602961,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (147' 6"")",COMPOUND,NPPD,146463559,VIAERO,Chris Bolton,241,227,32,92,183,106,108,90,210,NA,NA,Jamey Lott,10/7/2025,9:49:00 AM,10:32:00 AM,Need Special access-tech,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
334,NE-BASSETT_SOUTH,44608 Deer Ridge Road, Bassett,NE,68714,ROCK,42.40562,-99.54494,Site 334 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1282563,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 1"")",COMPOUND,KBR/RPPD,10738,VIAERO,Chris Bolton,110,142,214,174,136,114,36,122,72,NA,NA,Cody Waite,8/20/2025,11:40:00 AM,1:45:00 PM,Bad road in very sandy and steep - compound fence eroded bad,1225 / KEYED,X,X,X,10/25/2025,COMPLETE
371,NE-VERDIGRE_WEST,87982 512th Avenue, Verdigre West,NE,68783,KNOX,42.57937,-98.26397,Site 371 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1297464,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NORTH CENTRAL PPD,120978927,VIAERO,Chris Bolton,85,159,255,99,241,173,55,32,45,NA,NA,Jamey Lott,9/19/2025,1:31:00 PM,3:17:00 PM,None,1225 / KEYED,X,X,X,10/25/2025,COMPLETE
412,NE-EMMET,87318 484th Ave., Emmet,NE,68763,HOLT,42.48143,-98.81376,Site 412 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1271893,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,NIOBRARA VALLEY,93857916,VIAERO,Chris Bolton,120,166,242,106,252,104,64,60,84,NA,NA,Cody Waite,8/18/2025,3:00:00 PM,4:00:00 PM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
430,NE-SPENCER,48952 900th Road, Spencer,NE,68777,BOYD,42.87269167,-98.71196111,Site 430 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1266923,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NPPD/NIOBRARA VALLEY,93858330,Microwave,Chris Bolton,100,166,200,144,108,210,32,150,66,NA,NA,Cody Waite,8/19/2025,12:21:00 PM,1:20:00 PM,Hay field - overgrown gate,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
451,NE-STUART,88308 466th Ave, Stuart,NE,68789,HOLT,42.62397,-99.166,Site 451 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1260300,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NIOBRARA VALLEY,9385948,VIAERO,Chris Bolton,106,130,202,146,132,215,36,150,93,NA,NA,Cody Waite,8/20/2025,9:00:00 AM,10:00:00 AM,"Overgrown, no access road, broken gate",1225 / KEYED,X,X,X,10/25/2025,COMPLETE
454,NE-MIDWAY,49156 887th Road, O'Neill,NE,68763,HOLT,42.68306,-98.66633,Site 454 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1267048,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NIOBRARA VALLEY,93861669,VIAERO,Chris Bolton,102,158,210,142,150,224,40,142,91,NA,NA,Cody Waite,8/19/2025,10:20:00 AM,11:30:00 AM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
466,NE-VERDIGRE,88169 Skyline Drive, Verdigre,NE,68783,KNOX,42.60676,-98.04616,Site 466 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1268717,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NORTH CENTRAL PPD,127981109,VIAERO,Chris Bolton,85,159,262,102,246,129,22,31,28,NA,NA,Jamey Lott,9/19/2025,11:29:00 AM,1:18:00 PM,None,1225 / KEYED,X,X,X,10/25/2025,COMPLETE
482,NE-NIOBRARA,104 South Cherry Street, Niobrara,NE,68760,KNOX,42.7428,-98.03318,Site 482 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1268718,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NORTH CENTRAL PPD,97664364,VIAERO,Chris Bolton,90,148,262,103,234,128,34,30,24,NA,NA,Jamey Lott,9/18/2025,8:06:00 AM,10:12:00 AM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
489,NE-BUTTE_WEST,47637 Hwy 12, Butte,NE,68727,BOYD,42.91279,-98.97169,Site 489 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1272619,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,NPPD,93860500,VIAERO,Chris Bolton,120,158,224,96,254,102,70,30,74,NA,NA,Cody Waite,8/19/2025,3:20:00 PM,4:25:00 PM,Overgrown access road - rough to access,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
490,NE-VERDEL,89609 516th Ave, Verdel,NE,68760,KNOX,42.81487,-98.19121,Site 490 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1272325,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NIOBRARA VALLEY,93859746,VIAERO,Chris Bolton,119,166,241,93,208,106,42,33,25,NA,NA,Jamey Lott,9/18/2025,1:32:00 PM,3:50:00 PM,None,1225 / KEYED,X,X,X,10/25/2025,COMPLETE
491,NE-BROCKSBURG,90637 State Hwy 137, Brocksburg,NE,68759,KEYA PAHA,42.96343,-99.2851,Site 491 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1272621,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (195' 4"")",COMPOUND,NPPD/KBR,11747,VIAERO,Chris Bolton,114,178,228,101,279,92,70,30,72,NA,NA,Cody Waite,8/19/2025,4:40:00 PM,5:41:00 PM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
492,NE-LYNCH,89628 503rd Ave, Lynch,NE,68746,BOYD,42.81899,-98.44669,Site 492 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1270970,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (330'),COMPOUND,NIOBRARA VALLEY,93860887,VIAERO,Chris Bolton,108,238,259,152,138,186,84,200,72,NA,NA,Jamey Lott,9/18/2025,8:20:00 AM,9:43:00 AM,None,1225 / KEYED,X,X,X,10/9/2025,COMPLETE
799,NE-BUTTE_DT,731 Broadway St, Butte,NE,68722,BOYD,42.91564,-98.85007,Site 799 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1312722,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (150' 7"")",COMPOUND,NPPD,154327826,VIAERO,Chris Bolton,216,170,241,96,266,82,32,30,79,NA,NA,Cody Waite,8/19/2025,2:00:00 PM,3:05:00 PM,None,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
917,NE-ONEILL_HOSP,300 N 2nd Street, O'Neill,NE,68763,HOLT,42.46104,-98.65021,Site 917 P2-9,Phase 4,INDUSTRIAL TOWER WEST,UNKNOWN,Chris Bolton 308-370-1857  chris.bolton@viaero.com,ROOFTOP,ROOFTOP,UNKNOWN,UNKNOWN,VIAERO,Chris Bolton,128,36,150,96,130,650,20,90,NA,NA,NA,Derrick Molehill,9/18/2025,8:55:00 AM,9:52:00 AM,Need Special access-tech,NA,X,X,X,10/25/2025,COMPLETE
985,NE-ONEILL_NORTH,47286 N. Westwood Ave, O'Neill,NE,68763,HOLT,42.4742,-98.656,Site 985 P2-9,Phase 4,INDUSTRIAL TOWER WEST,1289943,Chris Bolton 308-370-1857  chris.bolton@viaero.com,"SELF-SUPPORT (150' 7"")",COMPOUND,NIOBRARA VALLEY,146464609,VIAERO,Chris Bolton,112,186,254,96,222,78,82,30,80,NA,NA,Cody Waite,8/19/2025,9:00:00 AM,10:00:00 AM,Alley access,1225 / KEYED,X,X,X,10/19/2025,COMPLETE
90,NE-MAXWELL_SOUTH,802 S Pine St.,Maxwell,NE,69151,LINCOLN,41.070974,-100.525426,Site 90 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1299479,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,"SELF SUPPORT (195' 4"")",COMPOUND,Dawson PUBLIC POWER,152476642,VIAERO,Chris Bolton,88,239,226,95,209,38,30,30,78,NA,NA,Jamey Lott,9/22/2025,3:47:00 PM,5:05:00 PM,None,1031 / KEYED,X,X,X,10/5/2025,COMPLETE
219,NE-NP_NPPD,402 E Sate Farm Rd,North Platte,NE,69101,LINCOLN,41.085,-100.7581,Site 219 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1235616,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,SELF SUPPORT,COMPOUND,UNKNOWN,UNKNOWN,NPPD,NPPD,108,24,12,27,27,64,144,30,NA,NA,NA,Jamey Lott,9/24/2025,10:34:00 AM,11:12:00 AM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
220,NE-NP_LAKEVIEW,4000 West Front St,North Platte,NE,69101,LINCOLN,41.1415917,-100.810336,Site 220 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1235610,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,MONOPOLE (150'),COMPOUND,MUNICIPAL L&P,61464250,VIAERO,Chris Bolton,113,24,36,25,25,74,14,24,50,NA,NA,Jamey Lott,9/24/2025,2:22:00 PM,3:35:00 PM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
223,NE-SUTHERLAND,30723 W. Tower Road,Sutherland,NE,69165,LINCOLN,41.12805,-101.1313,Site 223 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1030327,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,SELF SUPPORT,COMPOUND,NEBRASKA PUBLIC POWER,154327066,VIAERO,Chris Bolton,590,72,108,57,111,63,271,57,156,NA,NA,Jamey Lott,9/25/2025,12:55:00 PM,2:20:00 PM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
224,NE-MAXWELL,383 South North Maxwell Rd,Maxwell,NE,69151,LINCOLN,41.13084,-100.52044,Site 224 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1311828,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,"SELF SUPPORT (155' 8"")",COMPOUND,DAWSON PUBLIC POWER,126967149,VIAERO,Chris Bolton,473,160,226,80,222,178,30,108,228,NA,NA,Jamey Lott,9/23/2025,7:57:00 AM,9:49:00 AM,None,0317 / KEYED,X,X,X,10/3/2025,COMPLETE
241,NE-BRADY,601 North Main Street,Brady,NE,69123,LINCOLN,41.02303,-100.35763,Site 241 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1243748,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,GUYED TOWER (180'),COMPOUND,DAWSON PUBLIC POWER,121276965,VIAERO,Chris Bolton,107,208,163,93,172,85,24,83,96,NA,NA,Jamey Lott,9/22/2025,2:21:00 PM,4:07:00 PM,None,0317 / KEYED,X,X,X,10/3/2025,COMPLETE
243,NE-NP_HOSP,601 West Leota,North Platte,NE,69103,CITY OF NORTH PLATTE,41.12217,-100.77009,Site 243 P2-8,Phase 5,INDUSTRIAL TOWER WEST,UNKNOWN,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,"ROOFTOP (40' 8"")",ROOFTOP,UNKNOWN,UNKNOWN,VIAERO,Chris Bolton,360,83,76,496,496,132,NA,133,NA,NA,NA,Jamey Lott,9/24/2025,8:56:00 AM,10:18:00 AM,Need Special access-tech,NA,X,X,X,10/5/2025,COMPLETE
249,NE-NP_SE,1210 Prospect Drive,North Platte,NE,69101,LINCOLN,41.12289,-100.73524,Site 249 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1250486,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,SELF SUPPORT,COMPOUND,MUNICIPAL L&P,336278148,VIAERO,Chris Bolton,69,160,247,87,206,30,29,29,125,NA,NA,Jamey Lott,9/25/2025,11:09:00 AM,12:19:00 PM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
335,NE-HERSHEY,18653 W. Murray Road,Hershey,NE,69143,LINCOLN,41.15617,-100.98671,Site 335 P2-8,Phase 5,INDUSTRIAL TOWER WEST,UNKNOWN,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,"SELF SUPPORT (150' 6"")",COMPOUND,DAWSON PUBLIC POWER,126959483,VIAERO,Chris Bolton,62,140,175,124,79,129,284,120,65,NA,NA,Jamey Lott,9/23/2025,11:27:00 AM,12:28:00 PM,None,0317 / KEYED,X,X,X,10/3/2025,COMPLETE
458,NE-NP_NORTH,18172 Llama Road,Stapleton,NE,69163,LINCOLN,41.29494,-100.64269,Site 458 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1264610,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,GUYED TOWER,COMPOUND,CUSTER PUBLIC ELECTRIC,337956456,VIAERO,Chris Bolton,98,225,283,142,144,137,38,131,68,NA,NA,Jamey Lott,9/25/2025,8:04:00 AM,9:26:00 AM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
698,NE-NP_NW,806 N. Carr Avenue,North Platte,NE,69101,LINCOLN,41.14557,-100.78494,Site 698 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1307736,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,MONOPOLE (100'),COMPOUND,MUNICIPAL L&P,333002273,VIAERO,Chris Bolton,82,167,266,111,239,90,38,82,88,NA,NA,Jamey Lott,9/24/2025,11:43:00 AM,12:47:00 PM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
722,NE-NP_NLD,2616 N. Buffalo Bill Ave,North Platte,NE,69101,LINCOLN,41.16183,-100.79333,Site 722 P2-8,Phase 5,INDUSTRIAL TOWER WEST,1314056,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,MONOPOLE (100'),COMPOUND,MUNICIPAL L&P,334020931,VIAERO,Chris Bolton,82,163,274,161,185,171,38,158,102,NA,NA,Jamey Lott,9/24/2025,1:02:00 PM,2:03:00 PM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
811,NE-NP_HS,1220 W. A Street,North Platte,NE,69101,LINCOLN,41.13321,-100.7784,Site 811 P2-8,Phase 5,INDUSTRIAL TOWER WEST,UNKNOWN,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,SELF-SUPPORT (180'),COMPOUND,MUNICIPAL L&P,334021008,VIAERO,Chris Bolton,79,81,163,143,201,199,48,189,NA,NA,NA,Jamey Lott,10/7/2025,3:47:00 PM,4:51:00 PM,Across the street from HS,51031 / KEYED,X,X,X,10/15/2025,COMPLETE
887,NE-NP_NE,1606 E. 5th Street,North Platte,NE,69101,LINCOLN,41.13471,-100.74404,Site 887 P2-8,Phase 5,INDUSTRIAL TOWER WEST,UNKNOWN,Barry Brumbaugh  308-464-1000  Barry.brumbaugh@viaero.com,MONOPOLE (100'),COMPOUND,UNKNOWN,63882637,VIAERO,Chris Bolton,80,249,239,95,215,41,43,29,60,NA,NA,Jamey Lott,9/25/2025,9:58:00 AM,10:57:00 AM,None,0317 / KEYED,X,X,X,10/5/2025,COMPLETE
54,NE-SUMNER,604 W. 6th Ave,Sumner,NE,68878,DAWSON,40.95059,-99.50903,Site 54 P2-10,Phase 6,INDUSTRIAL TOWER WEST,1297276,Chris Bolton 308-370-1857  chris.bolton@viaero.com,SELF-SUPPORT (120'),COMPOUND,DAWSON PUBLIC POWER,121273852,VIAERO,Chris Bolton,79,247,343,132,181,187,35,123,92,NA,NA,Jamey Lott,10/1/2025,8:58:00 AM,10:05:00 AM,NONE,1225 / KEYED,X,X,X,10/6/2025,COMPLETE
168,NE-LEXINGTON_TG,43518 County Road 758,Lexington,NE,68850,DAWSON,40.81502,-99.7087,Site 168 P2-10,Phase 6,INDUSTRIAL TOWER WEST,UNKNOWN,Chris Bolton 308-370-1857  chris.bolton@viaero.com,GUYED TOWER (180'),COMPOUND,DAWSON PUBLIC POWER,126865114,VIAERO,Chris Bolton,104,190,256,142,223,156,NA,101,84,NA,NA,Jamey Lott,9/30/2025,12:06:00 PM,1:14:00 PM,NONE,1225 / KEYED,X,X,X,10/6/2025,COMPLETE
216,NE-LEXINGTON,707 E. Walnut,Lexington,NE,68850,DAWSON,40.7725,-99.73206,Site 216 P2-10,Phase 6,INDUSTRIAL TOWER WEST,1224129,Chris Bolton 308-370-1857  chris.bolton@viaero.com,SELF-SUPPORT (80'),COMPOUND,CITY OF LEXINGTON,20003255,VIAERO,Chris Bolton,94,180,139,117,174,93,46,84,115,NA,NA,Jamey Lott,9/30/2025,2:44:00 PM,3:47:00 PM,NONE,1225 / KEYED,X,X,X,10/6/2025,COMPLETE
